Numero,Cliente,Saldo,DiaAniversario
194984,20630,33073,14
194985,11585,47068,19
194986,89470,26366,13
194987,55929,46834,24
194988,71343,89550,10
194989,46918,87452,25
194990,13825,26926,16
194991,49802,58374,3
194992,98341,46725,13
194993,89778,360,4
194994,58493,68237,1
194995,62096,83879,19
194996,71833,91615,31
194997,6585,43210,21
194998,13713,25828,31
194999,50117,98269,31
195000,83296,33126,8
195001,57704,80385,1
195002,11288,9659,1
195003,70094,43976,22
195004,50843,28383,7
195005,53624,40407,8
195006,87628,7001,19
195007,66144,79545,26
195008,32996,6005,16
195009,10438,54559,17
195010,82507,39984,20
195011,29455,89198,21
195012,36674,49470,7
195013,77038,46317,31
195014,67324,10937,12
195015,74924,37284,15
195016,1286,98826,10
195017,2105,70175,17
195018,10646,46259,7
195019,27789,96329,12
195020,73400,40010,9
195021,99342,40196,15
195022,85042,78916,30
195023,31837,17838,19
195024,80431,94911,9
195025,34480,44217,14
195026,74565,752,28
195027,92541,65303,30
195028,66699,44462,21
195029,100319,77831,8
195030,55229,15288,24
195031,18486,47513,2
195032,2867,97531,9
195033,16962,18355,28
195034,37265,69085,24
195035,40512,21621,27
195036,29575,68081,14
195037,97306,51515,2
195038,4671,22712,14
195039,70728,83206,18
195040,45325,16435,10
195041,92397,77391,2
195042,101809,8816,19
195043,3022,64905,25
195044,96233,90780,19
195045,32115,84733,14
195046,42120,24753,1
195047,7734,17082,2
195048,37669,86700,11
195049,37794,27474,10
195050,12888,73115,11
195051,91834,24834,10
195052,91372,28464,16
195053,29553,10073,2
195054,14029,96036,25
195055,26626,63570,11
195056,95526,9579,27
195057,67608,68058,19
195058,87451,43861,6
195059,17409,84293,31
195060,32755,10345,20
195061,90752,95534,14
195062,44862,75549,20
195063,30347,73014,15
195064,4789,80793,2
195065,81909,52870,21
195066,54386,57602,5
195067,57897,5806,26
195068,13741,91379,31
195069,63824,57242,13
195070,12559,33009,6
195071,41030,63522,11
195072,5087,31438,25
195073,100546,38693,26
195074,48207,36864,6
195075,3764,39828,12
195076,26149,71792,7
195077,92540,9774,1
195078,68943,58626,24
195079,55585,31083,15
195080,36045,65872,11
195081,2171,39361,4
195082,78708,40977,5
195083,50409,69329,30
195084,1223,79855,15
195085,99062,3561,28
195086,32188,25741,2
195087,283,28172,20
195088,73295,6490,16
195089,22198,80115,31
195090,21557,17283,17
195091,6406,74191,8
195092,58205,32319,15
195093,986,15878,16
195094,19739,64772,28
195095,83948,19659,8
195096,46078,39266,11
195097,40894,72184,22
195098,94162,86723,22
195099,23093,64639,28
195100,97050,11354,18
195101,45538,67994,28
195102,78348,34766,4
195103,70895,32986,5
195104,44564,66271,2
195105,48209,89079,1
195106,96379,57454,11
195107,21153,67612,12
195108,84702,11063,22
195109,781,85616,16
195110,73797,23629,14
195111,15969,73889,8
195112,8000,38847,6
195113,11300,3814,21
195114,37132,76697,7
195115,28591,38754,3
195116,21131,77739,12
195117,38085,1788,8
195118,25187,67260,13
195119,95960,51100,12
195120,41581,37772,16
195121,28581,26353,16
195122,34290,94294,17
195123,19406,70758,10
195124,93729,2917,27
195125,79766,90875,21
195126,64791,50083,23
195127,13262,50829,7
195128,79714,5229,21
195129,59250,97651,13
195130,66881,45936,20
195131,8717,85485,18
195132,100379,9927,15
195133,66174,12040,14
195134,74636,97064,7
195135,5958,19160,26
195136,39645,95958,23
195137,73184,48242,13
195138,76122,31082,21
195139,3616,47659,27
195140,34637,63578,9
195141,66801,63252,19
195142,76586,64093,29
195143,80240,33412,8
195144,89600,4937,30
195145,9307,98880,4
195146,81989,27619,6
195147,25128,59687,20
195148,55296,37943,28
195149,66331,9207,13
195150,86919,92952,18
195151,4134,40880,24
195152,9368,82202,28
195153,11314,14902,28
195154,11536,26922,16
195155,67753,44413,1
195156,74665,56582,4
195157,84708,4450,31
195158,87092,49568,11
195159,2220,84830,3
195160,12818,96415,31
195161,25591,47673,5
195162,93410,79460,24
195163,42701,60464,20
195164,25352,98866,15
195165,69894,68288,2
195166,48198,24394,18
195167,51236,25889,5
195168,90825,37472,15
195169,61387,55022,6
195170,66863,64256,24
195171,20433,75757,17
195172,100072,43933,20
195173,94809,46898,18
195174,40274,73720,7
195175,59450,67315,1
195176,44746,94989,21
195177,96421,86059,13
195178,6125,42362,12
195179,50629,56915,4
195180,61472,85424,16
195181,101069,8885,12
195182,16212,17615,20
195183,83850,62417,24
195184,45654,38290,22
195185,4961,20339,26
195186,67041,94882,27
195187,23678,94929,7
195188,26502,34045,14
195189,76391,21370,26
195190,13748,3280,26
195191,44782,51462,28
195192,67541,99308,25
195193,7038,41334,26
195194,61246,57968,14
195195,35425,52823,25
195196,95165,76502,24
195197,12054,46315,31
195198,66164,41741,26
195199,73868,15820,26
195200,52472,51998,12
195201,88613,71071,30
195202,29195,45957,12
195203,62642,17417,25
195204,88341,36777,4
195205,21150,17118,14
195206,28459,45145,17
195207,83815,31216,1
195208,69010,77233,5
195209,65129,88440,27
195210,40044,37872,13
195211,15776,3185,16
195212,77671,80382,13
195213,8655,67088,7
195214,48166,57808,13
195215,37534,51587,20
195216,15137,35458,28
195217,65925,41713,30
195218,9845,85718,2
195219,47567,4761,18
195220,33260,72704,9
195221,93321,30846,23
195222,74571,62048,9
195223,22662,13229,27
195224,90472,73454,17
195225,91163,37908,5
195226,53593,66199,20
195227,51291,32423,3
195228,75372,56091,7
195229,26507,30236,30
195230,95592,43083,29
195231,2493,65240,25
195232,60430,33898,6
195233,89312,73748,4
195234,81111,17222,19
195235,12036,53395,24
195236,36214,11009,17
195237,68310,20407,27
195238,75008,66692,17
195239,58997,70013,17
195240,81357,91632,15
195241,12066,29245,10
195242,7154,67670,20
195243,43613,43131,11
195244,36331,71304,23
195245,63493,67347,23
195246,16771,31135,8
195247,50072,3960,11
195248,20329,79769,12
195249,68516,71154,13
195250,24933,98569,17
195251,22422,39325,2
195252,4792,81425,1
195253,17631,21135,22
195254,84497,42381,11
195255,2803,29111,6
195256,67755,64721,11
195257,47234,49674,1
195258,47728,75396,18
195259,27049,90242,30
195260,50456,43488,12
195261,8353,60995,2
195262,56452,68393,3
195263,56567,10730,9
195264,43156,30714,4
195265,49759,77857,10
195266,77665,62444,9
195267,38964,77099,6
195268,29664,58541,29
195269,4632,35361,16
195270,50357,23949,14
195271,80224,32070,16
195272,87460,94130,14
195273,36358,70386,28
195274,66273,92637,23
195275,93699,36733,5
195276,3010,38364,17
195277,26273,68150,6
195278,30948,41900,16
195279,9631,88741,26
195280,62494,47996,25
195281,3940,2311,30
195282,71329,99982,1
195283,67227,25264,29
195284,17720,26687,30
195285,93826,46896,10
195286,93691,81974,10
195287,29775,5027,19
195288,79358,29571,14
195289,15125,46852,12
195290,28375,86953,6
195291,60020,36941,2
195292,75713,22485,5
195293,71305,57618,8
195294,65647,68258,26
195295,93719,13780,24
195296,65169,95310,13
195297,4469,23002,13
195298,2240,20289,16
195299,92579,27763,3
195300,56664,47496,7
195301,64555,57897,26
195302,88423,42574,16
195303,86782,30452,11
195304,18485,57035,4
195305,79670,86342,21
195306,46928,46258,22
195307,74417,97779,11
195308,84837,17944,7
195309,19285,49589,20
195310,28768,73959,16
195311,33869,28963,18
195312,51028,96419,17
195313,96872,70173,11
195314,59197,67346,17
195315,39773,11292,26
195316,71104,65361,6
195317,39641,10837,27
195318,72070,31148,31
195319,79601,51935,7
195320,85094,58630,24
195321,9000,43327,16
195322,21255,79874,29
195323,7143,44874,3
195324,22585,9408,4
195325,88483,84667,4
195326,37300,41810,17
195327,41808,80521,10
195328,47701,68290,20
195329,57002,44311,22
195330,39402,27869,4
195331,65173,87756,11
195332,9234,73107,20
195333,89857,9143,2
195334,84247,29507,30
195335,35889,47115,8
195336,55285,81784,2
195337,78715,4820,17
195338,85855,31493,31
195339,51125,67532,24
195340,94738,93916,3
195341,7102,34427,11
195342,16739,36444,10
195343,5522,91203,16
195344,87090,10594,20
195345,22978,24956,10
195346,81355,97182,31
195347,22202,90250,18
195348,60249,26306,4
195349,74601,45766,25
195350,75905,81127,22
195351,54918,11507,27
195352,84951,70063,26
195353,85709,81370,9
195354,20588,88318,11
195355,52776,35471,21
195356,13088,54201,4
195357,10145,90410,14
195358,95655,92484,6
195359,70876,80645,19
195360,89744,87253,21
195361,101386,60188,21
195362,50538,91754,28
195363,21201,97852,8
195364,28435,30421,21
195365,96845,15026,15
195366,64745,85918,23
195367,92211,73661,24
195368,3001,32437,19
195369,59915,90358,26
195370,52369,11383,28
195371,8716,6642,18
195372,79990,6902,18
195373,77825,31543,10
195374,31442,32895,16
195375,48143,12345,6
195376,63165,20402,13
195377,77686,39004,1
195378,35555,54335,4
195379,3529,89372,28
195380,50448,58381,13
195381,66156,50125,12
195382,9242,33796,6
195383,77977,45934,4
195384,29204,61360,24
195385,5315,78515,8
195386,4829,96718,20
195387,85102,92400,20
195388,68904,49194,22
195389,74855,87791,15
195390,25016,49251,29
195391,94647,44862,30
195392,60343,31273,22
195393,82855,63982,27
195394,23599,45711,31
195395,76234,96514,26
195396,45394,10815,21
195397,42137,37752,16
195398,89183,99702,4
195399,73618,89122,7
195400,16776,59310,15
195401,71919,58182,27
195402,53885,66767,17
195403,65639,22113,19
195404,76616,814,16
195405,34028,9410,3
195406,57458,5535,4
195407,96393,77170,28
195408,73571,43727,13
195409,33585,56473,4
195410,65229,52509,20
195411,55308,30804,18
195412,12264,56666,16
195413,23017,74620,22
195414,27993,94527,3
195415,25440,59740,13
195416,59754,441,31
195417,63917,67550,17
195418,52083,22018,20
195419,97215,13347,8
195420,26040,40163,2
195421,49473,21401,11
195422,70924,34540,9
195423,99240,81279,24
195424,75826,54692,7
195425,4186,89837,3
195426,50688,42295,13
195427,54944,71371,6
195428,86643,57945,15
195429,76964,45532,22
195430,23519,53752,4
195431,6262,18315,2
195432,91450,32275,7
195433,46747,85678,3
195434,27100,14301,25
195435,10880,91296,13
195436,62700,73687,14
195437,260,45610,26
195438,96375,56864,12
195439,90239,35116,21
195440,25525,19602,20
195441,74662,24647,21
195442,89,16847,2
195443,100938,12606,6
195444,72183,93361,30
195445,92347,87746,23
195446,42704,31683,31
195447,5190,17891,24
195448,3539,22977,2
195449,62051,24020,30
195450,31236,5370,7
195451,30286,21586,5
195452,51672,84233,14
195453,83989,26903,11
195454,40436,19088,9
195455,84124,52359,8
195456,54321,53728,15
195457,56924,94871,17
195458,49401,57942,16
195459,91709,47231,24
195460,32119,91266,31
195461,82154,73403,28
195462,41709,45145,19
195463,98346,10751,9
195464,35261,96559,16
195465,59437,62873,9
195466,70085,9711,19
195467,93222,42626,11
195468,45345,33516,21
195469,14886,22633,6
195470,51317,83820,9
195471,23203,51791,10
195472,69592,64958,15
195473,74266,43556,24
195474,71186,71765,1
195475,69476,28612,21
195476,94483,39288,16
195477,10657,38750,19
195478,85631,2223,12
195479,101287,61353,21
195480,17006,8895,6
195481,92691,97623,28
195482,43442,66063,19
195483,10695,13228,5
195484,93106,40481,7
195485,56883,67798,3
195486,82103,93065,11
195487,93238,81662,26
195488,98170,68515,5
195489,60469,66740,16
195490,23125,50497,17
195491,52656,12458,9
195492,60499,96926,6
195493,87755,17282,7
195494,19834,34020,21
195495,100179,64078,18
195496,6343,17401,16
195497,44695,62914,1
195498,67821,20405,8
195499,40047,93371,13
195500,53670,33408,7
195501,39005,46432,23
195502,57615,33067,7
195503,32660,56232,23
195504,8527,47867,28
195505,23692,30274,15
195506,16443,68471,12
195507,37484,98132,19
195508,29393,12648,21
195509,19920,93881,4
195510,20416,90838,8
195511,7036,8710,9
195512,34179,10429,11
195513,93413,36488,18
195514,101633,98288,16
195515,95519,76673,16
195516,47788,66912,14
195517,4851,4274,10
195518,80421,18848,20
195519,39039,34348,24
195520,29155,22409,23
195521,22910,69467,22
195522,68922,74010,23
195523,75034,95191,23
195524,63860,92433,15
195525,9983,64670,14
195526,66614,94233,22
195527,66763,74239,1
195528,6730,14577,17
195529,88199,64710,8
195530,12109,85107,22
195531,46471,47105,15
195532,81440,27814,23
195533,42871,70903,2
195534,89657,22889,17
195535,83306,80253,29
195536,95013,28400,13
195537,46962,84419,3
195538,56655,17614,18
195539,71387,80272,7
195540,72185,28908,22
195541,54149,94267,9
195542,52231,18907,27
195543,31581,73745,16
195544,42647,43416,6
195545,59604,56920,18
195546,26161,90644,16
195547,87784,5411,26
195548,66790,48357,2
195549,11672,76085,23
195550,81290,15834,19
195551,74870,37303,23
195552,87627,63643,1
195553,34945,3844,3
195554,30349,19924,2
195555,26281,24261,16
195556,40790,42837,12
195557,16020,60272,25
195558,61909,88946,2
195559,65790,75074,21
195560,101203,52484,30
195561,54227,18239,14
195562,54414,76688,31
195563,16365,66552,23
195564,101118,74912,24
195565,47854,24063,17
195566,46968,55680,2
195567,68344,65428,24
195568,18583,76233,22
195569,72535,11502,9
195570,15793,60473,5
195571,4485,25037,26
195572,4047,76425,9
195573,67754,18481,19
195574,20702,98590,22
195575,96071,44712,8
195576,47917,56403,11
195577,6355,90298,28
195578,37625,6417,18
195579,23691,60065,29
195580,14375,87620,17
195581,12605,12593,22
195582,21641,4845,5
195583,73239,87787,3
195584,81111,65306,2
195585,93661,32729,25
195586,8263,52894,6
195587,52514,96634,19
195588,71501,70261,30
195589,98351,74043,1
195590,36412,9030,25
195591,54431,64597,12
195592,12613,13258,8
195593,32314,91990,4
195594,82096,28454,27
195595,73213,29040,24
195596,74815,84697,17
195597,22025,40626,15
195598,94994,80881,14
195599,75068,50873,22
195600,42625,43101,10
195601,10217,43087,21
195602,78508,60819,28
195603,3929,7835,21
195604,1240,85305,14
195605,91777,14398,31
195606,70330,64710,10
195607,432,7643,24
195608,64954,19140,22
195609,63884,76314,31
195610,86571,68824,17
195611,44849,3483,21
195612,5906,73974,10
195613,20181,6176,28
195614,6936,53639,3
195615,34010,14211,3
195616,84191,45861,13
195617,96003,47640,4
195618,88790,60683,1
195619,89774,96431,19
195620,75677,18816,12
195621,70066,15770,3
195622,66559,74811,28
195623,91454,13281,5
195624,56961,16365,1
195625,14870,71924,20
195626,47099,9008,3
195627,74828,92576,16
195628,2226,18152,19
195629,56058,24488,30
195630,44093,25574,6
195631,77607,14179,2
195632,33793,85744,4
195633,53378,29272,25
195634,5111,37884,23
195635,27648,62762,5
195636,54416,35571,4
195637,10776,6216,14
195638,43170,95506,23
195639,33480,72676,3
195640,34487,55,4
195641,80284,61037,3
195642,95497,33801,27
195643,6389,67472,19
195644,64852,31853,23
195645,41199,43460,30
195646,75020,73842,14
195647,57194,66578,15
195648,59662,23610,8
195649,93294,64301,21
195650,64769,42469,7
195651,14196,51359,14
195652,47951,91203,25
195653,4292,53814,19
195654,60919,67729,1
195655,93170,51534,16
195656,56997,3931,24
195657,59238,8507,14
195658,5692,14501,27
195659,89915,18504,11
195660,38063,2094,16
195661,11884,60006,22
195662,79908,67520,26
195663,58139,50460,16
195664,29823,43395,18
195665,83535,33178,25
195666,76795,48176,24
195667,10488,43285,12
195668,5818,90393,18
195669,100918,76604,26
195670,49650,4908,15
195671,81084,78833,12
195672,72451,14614,11
195673,72140,15027,8
195674,49290,6244,23
195675,30544,2571,29
195676,34001,28327,13
195677,42288,593,29
195678,55730,95640,23
195679,73707,9433,18
195680,5804,82132,9
195681,63450,73056,2
195682,15123,22150,12
195683,9298,19020,6
195684,90011,38934,17
195685,40638,97314,10
195686,8549,78556,21
195687,44359,14040,27
195688,45220,42836,25
195689,84340,95998,23
195690,88970,25971,17
195691,64649,64916,24
195692,62526,18490,4
195693,31177,89636,30
195694,70370,32355,12
195695,93339,9466,16
195696,57379,13881,23
195697,49093,91344,8
195698,74776,84078,9
195699,28570,68939,20
195700,87594,45830,14
195701,85719,30938,25
195702,93451,19751,2
195703,4349,82512,17
195704,65285,14755,10
195705,9925,85801,4
195706,13950,22134,28
195707,101262,67962,29
195708,79541,78344,18
195709,96439,26863,7
195710,94482,58058,23
195711,58703,83163,8
195712,62400,15923,5
195713,63680,5033,17
195714,47495,79192,1
195715,99832,12137,21
195716,41141,3237,13
195717,71183,77222,24
195718,39570,52448,1
195719,10832,86546,22
195720,3432,92717,25
195721,28505,4951,21
195722,76925,61458,24
195723,34414,3589,15
195724,88671,22477,30
195725,14176,36137,26
195726,65158,70363,25
195727,47117,22217,25
195728,15072,18500,5
195729,55239,92324,6
195730,66008,68703,9
195731,98136,31857,21
195732,2235,84605,1
195733,80955,5028,6
195734,12435,12525,8
195735,79948,16264,28
195736,29006,54128,21
195737,8697,91261,31
195738,49357,47689,8
195739,87613,2782,7
195740,91512,58652,29
195741,72513,77683,10
195742,47486,69973,9
195743,82633,51531,26
195744,43652,2777,18
195745,66428,67264,9
195746,21978,16292,1
195747,86002,93358,4
195748,99600,24857,28
195749,7769,56651,29
195750,66433,50495,15
195751,25223,63266,10
195752,12680,68276,13
195753,11983,47691,13
195754,35631,7903,5
195755,94439,49740,18
195756,83370,91891,21
195757,86531,19919,31
195758,95713,53545,21
195759,90881,44078,19
195760,70113,83792,18
195761,92009,5340,12
195762,93598,77597,6
195763,35424,25217,17
195764,24418,25671,5
195765,72146,57356,9
195766,56745,46603,13
195767,45715,83373,27
195768,63736,69584,10
195769,38835,91135,27
195770,27863,99610,1
195771,94791,19967,25
195772,35143,87332,26
195773,3602,47377,11
195774,91090,28647,10
195775,7535,12305,21
195776,283,9233,1
195777,1758,31834,24
195778,2138,91038,22
195779,48451,93922,10
195780,26436,31698,26
195781,80886,97567,6
195782,89127,49116,23
195783,58871,92564,10
195784,82005,5296,30
195785,12246,48948,31
195786,43037,23761,8
195787,78801,95677,28
195788,36672,88873,29
195789,35438,65829,11
195790,35271,51729,6
195791,84848,3323,18
195792,99251,61347,25
195793,7682,19230,7
195794,84835,78729,11
195795,64029,22529,10
195796,18226,42923,18
195797,63150,66632,4
195798,71251,65588,11
195799,46768,25083,11
195800,83248,64757,1
195801,29992,80111,20
195802,83384,67694,30
195803,97795,70727,5
195804,20029,27737,4
195805,80642,23080,10
195806,41015,46956,30
195807,47835,2374,21
195808,49778,33663,17
195809,100014,19914,13
195810,55710,20172,31
195811,3646,36042,26
195812,62001,57314,10
195813,75140,3607,17
195814,86516,3326,3
195815,62444,45095,18
195816,55154,71586,20
195817,89686,14836,23
195818,95135,3364,23
195819,11333,7234,23
195820,73567,19634,26
195821,7579,1611,16
195822,24622,75424,15
195823,61495,16048,25
195824,51186,20195,11
195825,78623,19076,19
195826,85938,7933,5
195827,15554,69761,31
195828,78271,95576,27
195829,24099,72209,5
195830,48522,54062,17
195831,95430,33168,22
195832,23757,39757,2
195833,62993,45190,7
195834,2111,43811,23
195835,35885,62821,20
195836,73431,44929,26
195837,50016,23824,3
195838,12143,14276,29
195839,87016,44805,3
195840,51147,7600,28
195841,12365,26749,24
195842,59080,37364,10
195843,25671,57312,25
195844,21514,70007,1
195845,75520,49558,31
195846,51091,26051,14
195847,41957,45560,12
195848,6205,99800,30
195849,75628,48727,25
195850,30845,10981,24
195851,58892,99682,3
195852,34069,69603,11
195853,20111,41324,5
195854,84727,51045,20
195855,66427,76867,20
195856,40310,21309,27
195857,66305,13592,12
195858,6863,54057,18
195859,65071,78110,3
195860,81774,99588,3
195861,27706,47950,27
195862,33827,59984,27
195863,46844,88647,5
195864,77163,36133,13
195865,31892,48131,21
195866,1520,67973,23
195867,96382,16766,5
195868,79029,29112,26
195869,62283,24252,15
195870,47351,86024,29
195871,42768,52222,20
195872,2903,99657,6
195873,29663,95320,2
195874,85951,78032,30
195875,93658,40919,15
195876,6177,41771,9
195877,12238,15972,15
195878,6128,6168,2
195879,41287,7924,31
195880,59360,38258,4
195881,27224,25316,18
195882,65862,95339,1
195883,56068,3390,16
195884,6108,78367,30
195885,48452,52285,11
195886,30033,3222,16
195887,77188,72734,29
195888,96763,79096,12
195889,29822,44916,10
195890,43547,27630,22
195891,21208,9452,13
195892,56401,8936,18
195893,87305,917,4
195894,39680,39137,24
195895,91576,47460,25
195896,61031,94841,7
195897,76486,95961,10
195898,46170,37546,22
195899,76483,38110,10
195900,32855,629,13
195901,13344,15053,28
195902,27401,97863,1
195903,73634,22486,19
195904,19292,28491,11
195905,51019,48227,30
195906,8142,92902,2
195907,84210,76750,10
195908,67621,43215,23
195909,21177,1193,31
195910,74739,37523,30
195911,67665,17059,19
195912,59462,25552,20
195913,76864,4143,3
195914,45888,13773,8
195915,43055,57175,31
195916,94040,86522,4
195917,21645,325,14
195918,42062,51250,23
195919,62421,86872,26
195920,77967,87368,23
195921,13808,29712,2
195922,2085,23163,18
195923,40321,87136,16
195924,17610,81892,11
195925,2053,97836,26
195926,46849,62478,10
195927,10527,84221,30
195928,16428,13653,2
195929,47763,94560,24
195930,78947,24290,27
195931,99004,65734,9
195932,21801,67965,6
195933,60431,34717,24
195934,28708,843,20
195935,2014,20810,17
195936,24608,60738,28
195937,61262,80098,18
195938,204,64882,30
195939,6920,48051,18
195940,29731,60136,27
195941,1148,23551,14
195942,10878,39218,21
195943,58450,49032,20
195944,6124,53109,23
195945,91326,19760,28
195946,69838,59125,23
195947,46907,54915,12
195948,90116,76888,25
195949,99403,16155,27
195950,90330,94031,25
195951,90479,97497,13
195952,13581,19431,4
195953,95448,5617,28
195954,84937,32403,30
195955,34535,81914,16
195956,3683,69117,8
195957,97776,92595,3
195958,89120,43421,9
195959,27694,89382,14
195960,46125,57807,5
195961,2805,83109,2
195962,4726,55098,17
195963,45874,78404,3
195964,21383,80910,22
195965,15602,82849,3
195966,36606,52397,3
195967,91533,38819,3
195968,55390,56609,2
195969,57540,62826,5
195970,43712,7102,12
195971,20364,3174,3
195972,2704,99474,18
195973,86239,93997,22
195974,35628,44135,21
195975,39031,52400,31
195976,20665,27663,5
195977,49739,67352,20
195978,30448,21809,31
195979,73385,6550,30
195980,69018,44154,8
195981,100104,7063,20
195982,39244,90320,8
195983,98493,97295,7
195984,77728,38870,5
195985,18601,65022,18
195986,94983,27337,7
195987,4364,87395,3
195988,63777,19878,28
195989,79634,837,30
195990,51446,3573,22
195991,91640,65226,15
195992,65528,48597,17
195993,64761,49583,28
195994,666,64469,11
195995,94665,27726,28
195996,99247,44150,27
195997,15375,68020,11
195998,58586,45477,19
195999,99600,67986,22
196000,2094,19394,25
196001,64141,7543,21
196002,65181,25606,16
196003,75790,23865,5
196004,17120,2005,28
196005,52820,1084,8
196006,81766,84038,21
196007,93036,21077,11
196008,7308,54122,29
196009,99275,46575,24
196010,33281,96902,23
196011,58188,61402,1
196012,54999,86531,30
196013,84242,65041,30
196014,19332,78319,12
196015,91427,93873,9
196016,85929,59972,16
196017,97466,85010,20
196018,340,3867,4
196019,35201,85176,26
196020,31782,27879,4
196021,46423,72967,22
196022,78742,94822,31
196023,3073,33920,16
196024,98662,19269,18
196025,15478,77578,27
196026,73381,5962,21
196027,53763,15174,1
196028,7486,87016,8
196029,22713,32919,27
196030,2473,19072,13
196031,51374,84407,18
196032,84146,21630,8
196033,2054,82647,9
196034,59462,45245,12
196035,10333,80872,3
196036,82708,46039,29
196037,52794,45188,4
196038,62475,67325,3
196039,97523,51038,10
196040,9885,73644,6
196041,56975,77221,4
196042,22905,32050,31
196043,54559,47088,5
196044,54773,15941,20
196045,35872,14782,3
196046,68455,63724,11
196047,2464,14769,11
196048,68852,98374,17
196049,53532,57452,1
196050,29523,73856,24
196051,31391,27146,29
196052,61119,74824,20
196053,84838,9265,22
196054,20848,97287,19
196055,44257,59771,6
196056,94078,21505,2
196057,55287,58896,14
196058,38409,60553,12
196059,70921,71037,30
196060,101257,70215,23
196061,27583,22489,17
196062,97806,1922,25
196063,53532,84795,24
196064,59018,91061,4
196065,69292,54172,22
196066,38873,64457,24
196067,56767,67354,14
196068,81368,49731,12
196069,92931,51925,7
196070,27201,50277,25
196071,29965,29988,7
196072,17302,26846,29
196073,35975,64770,27
196074,25160,79756,18
196075,24683,68636,20
196076,42585,25606,11
196077,89024,75872,30
196078,53531,56572,18
196079,42735,50365,29
196080,38964,19979,11
196081,42032,82756,15
196082,31357,13588,28
196083,82985,76467,18
196084,2311,78262,27
196085,81772,41378,25
196086,55837,91763,6
196087,67532,5961,9
196088,91998,99982,29
196089,22396,3473,30
196090,33543,13860,27
196091,9964,68523,13
196092,38407,78651,23
196093,51023,73670,31
196094,42667,71998,25
196095,15838,13972,27
196096,66923,62563,23
196097,15451,29955,5
196098,60468,88120,1
196099,59608,69667,15
196100,38153,579,24
196101,6244,36952,21
196102,13258,9087,2
196103,90799,19491,1
196104,63200,20799,19
196105,52591,59630,8
196106,78204,80217,22
196107,46232,77791,4
196108,49287,46235,25
196109,68634,99552,22
196110,12527,22476,15
196111,22725,97128,12
196112,96846,88063,22
196113,70907,92816,7
196114,62086,28639,12
196115,55251,40305,18
196116,42355,60130,8
196117,36164,73083,23
196118,50388,93604,2
196119,67191,39284,3
196120,40405,62792,29
196121,46236,23358,14
196122,86566,5244,12
196123,87755,87624,17
196124,27686,12439,26
196125,77532,40682,29
196126,47147,23504,26
196127,96308,30345,13
196128,26776,9396,18
196129,56020,84472,20
196130,8133,8958,31
196131,37201,42021,16
196132,4755,77986,11
196133,92984,95906,11
196134,40946,43272,21
196135,22287,53702,30
196136,27457,48363,30
196137,49693,43139,28
196138,64692,90219,10
196139,99608,42582,10
196140,37834,66855,26
196141,1439,35068,30
196142,71600,87197,24
196143,7883,49887,23
196144,69059,54799,16
196145,70804,5,4
196146,17768,97697,13
196147,24988,27409,27
196148,21542,64918,10
196149,100014,74995,13
196150,43194,92948,22
196151,7399,3387,10
196152,52673,55022,11
196153,37409,91399,20
196154,9444,90397,9
196155,82627,52503,29
196156,20967,6939,2
196157,32466,59454,5
196158,30523,11023,25
196159,69015,90442,14
196160,13580,85110,12
196161,2425,28188,16
196162,83767,2913,9
196163,96247,65254,1
196164,42831,75629,19
196165,69068,97951,5
196166,28440,75927,6
196167,87290,18075,24
196168,30255,16696,18
196169,27682,76937,1
196170,6002,4076,14
196171,98067,23180,14
196172,5700,30358,7
196173,84499,28740,18
196174,89577,3448,27
196175,77874,42850,24
196176,17242,40168,27
196177,18238,58868,20
196178,69216,46297,4
196179,66502,85830,1
196180,50862,75925,5
196181,13050,10162,30
196182,2283,29895,23
196183,84942,2824,18
196184,15368,90551,20
196185,73983,89620,22
196186,75310,71504,14
196187,3735,31362,11
196188,101641,33052,30
196189,4829,79152,11
196190,48150,10139,1
196191,15988,69053,13
196192,12621,4381,17
196193,49987,52217,14
196194,78015,34391,15
196195,32447,88819,30
196196,55780,18829,21
196197,39657,65880,9
196198,22289,60591,9
196199,87205,22956,6
196200,7557,70681,31
196201,66712,77201,3
196202,93568,99897,22
196203,78377,30488,22
196204,23277,68312,19
196205,36013,74222,16
196206,51902,64560,24
196207,14974,21069,28
196208,36855,21166,17
196209,72001,66082,19
196210,95945,57149,28
196211,3937,36881,6
196212,6511,99324,8
196213,25040,84873,30
196214,35908,16546,28
196215,49555,3600,22
196216,81150,46201,18
196217,14187,6627,23
196218,3692,41744,29
196219,43648,73537,21
196220,60579,855,23
196221,16245,79810,17
196222,10237,18505,22
196223,12102,37601,24
196224,22611,10343,10
196225,26597,54096,7
196226,32457,20517,2
196227,96994,57817,28
196228,49210,33742,21
196229,99170,51921,30
196230,69996,99656,16
196231,22442,43170,29
196232,80462,73575,18
196233,68092,23782,24
196234,47457,6646,23
196235,77601,39144,28
196236,66844,70658,17
196237,68545,81250,1
196238,97624,17841,22
196239,31965,32959,4
196240,67983,68892,27
196241,61582,81422,14
196242,2889,96519,25
196243,17687,93067,13
196244,85361,56156,15
196245,10591,21769,8
196246,64328,20631,7
196247,39727,42660,10
196248,81933,38627,30
196249,10084,39953,2
196250,27196,66233,22
196251,55656,75700,5
196252,956,61250,12
196253,16955,8191,14
196254,82641,26199,1
196255,626,72685,31
196256,19379,93562,5
